Id,Prediction
r139_c746,2
r49_c746,5
r953_c746,1
r708_c746,2
r432_c746,3
r194_c746,3
r330_c746,2
r528_c746,3
r89_c746,4
r872_c746,3
r463_c746,4
r152_c746,1
r804_c746,1
r380_c746,4
r898_c746,3
r824_c746,3
r155_c746,4
r582_c746,3
r140_c746,2
r958_c746,2
r569_c746,3
r876_c746,3
r24_c746,5
r797_c746,4
r961_c746,4
r994_c746,3
r368_c746,3
r721_c746,2
r6_c746,1
r968_c746,3
r239_c746,5
r340_c746,1
r222_c746,3
r479_c746,1
r196_c746,5
r174_c746,3
r57_c746,5
r918_c746,1
r787_c746,4
r22_c746,3
r266_c746,3
r385_c746,4
r110_c746,1
r842_c746,3
r782_c746,2
r325_c746,2
r337_c746,3
r103_c746,1
r656_c746,2
r9_c746,2
r600_c746,2
r454_c710,4
r867_c710,5
r29_c710,3
r52_c710,2
r609_c710,3
r184_c710,4
r295_c710,3
r957_c710,4
r232_c710,5
r354_c710,1
r195_c710,5
r313_c710,1
r640_c710,3
r377_c710,1
r20_c710,3
r259_c710,2
r210_c710,5
r863_c710,3
r214_c710,3
r34_c710,5
r810_c710,4
r69_c710,5
r117_c710,5
r172_c710,5
r977_c710,3
r84_c710,4
r740_c710,5
r297_c710,2
r845_c710,2
r670_c710,1
r878_c710,4
r998_c710,2
r362_c710,3
r13_c710,5
r311_c710,2
r320_c710,3
r8_c710,3
r298_c710,3
r969_c710,4
r11_c710,5
r543_c710,4
r260_c710,4
r608_c710,2
r168_c710,4
r717_c710,5
r732_c710,3
r85_c710,3
r124_c710,5
r55_c710,5
r856_c710,1
r242_c710,2
r270_c710,1
r425_c710,3
r162_c710,4
r278_c710,2
r28_c710,3
r179_c710,4
r789_c710,3
r747_c710,4
r409_c710,3
r449_c710,4
r1000_c710,5
r636_c710,2
r846_c710,2
r213_c710,4
r189_c710,1
r125_c710,2
r469_c710,4
r473_c710,5
r807_c710,2
r63_c710,1
r231_c710,3
r857_c710,4
r659_c710,2
r90_c710,4
r888_c710,3
r822_c710,5
r321_c710,3
r118_c710,2
r703_c710,5
r355_c710,2
r275_c710,4
r27_c710,3
r15_c710,2
r549_c710,4
r83_c710,3
r1_c710,5
r348_c710,4
r696_c710,4
r350_c710,4
r885_c710,4
r511_c710,4
r65_c710,3
r627_c710,4
r483_c710,2
r30_c710,5
r257_c710,5
r296_c710,5
r440_c710,4
r897_c710,2
r235_c710,3
r342_c710,2
r428_c710,4
r950_c710,4
r202_c710,4
r226_c710,3
r734_c710,3
r207_c710,3
r98_c710,3
r171_c710,3
r657_c710,5
r49_c710,5
r238_c710,4
r312_c710,4
r167_c710,2
r82_c710,5
r194_c710,5
r597_c710,1
r142_c710,5
r180_c710,5
r227_c710,4
r367_c710,3
r364_c710,3
r804_c710,5
r505_c710,3
r816_c710,3
r407_c710,5
r59_c710,5
r626_c710,3
r711_c710,5
r439_c710,3
r719_c710,3
r466_c710,5
r536_c710,2
r67_c710,3
r470_c710,4
r38_c710,5
r56_c710,3
r155_c710,4
r220_c710,4
r967_c710,5
r630_c710,2
r146_c710,5
r436_c710,1
r832_c710,2
r92_c710,3
r934_c710,4
r48_c710,3
r281_c710,3
r474_c710,2
r363_c710,1
r806_c710,4
r479_c710,4
r943_c710,4
r442_c710,2
r161_c710,5
r57_c710,4
r26_c710,3
r693_c710,5
r22_c710,4
r47_c710,3
r962_c710,1
r266_c710,2
r211_c710,4
r247_c710,3
r110_c710,3
r417_c710,4
r245_c710,5
r317_c710,2
r412_c710,2
r655_c710,1
r568_c710,1
r287_c710,2
r2_c710,4
r423_c710,1
r60_c710,4
r9_c710,5
r243_c710,2
r262_c710,4
r165_c710,1
r666_c247,4
r324_c247,4
r29_c247,3
r809_c247,4
r729_c247,1
r52_c247,5
r609_c247,5
r520_c247,3
r184_c247,5
r987_c247,3
r728_c247,1
r664_c247,4
r923_c247,3
r50_c247,4
r465_c247,5
r354_c247,5
r145_c247,4
r195_c247,4
r288_c247,5
r640_c247,3
r182_c247,4
r377_c247,5
r259_c247,3
r393_c247,4
r814_c247,5
r771_c247,5
r4_c247,5
r810_c247,1
r7_c247,5
r444_c247,4
r303_c247,5
r435_c247,5
r132_c247,4
r560_c247,1
r46_c247,5
r84_c247,5
r633_c247,5
r845_c247,5
r384_c247,4
r669_c247,5
r586_c247,5
r670_c247,5
r613_c247,3
r126_c247,5
r517_c247,4
r907_c247,4
r128_c247,2
r13_c247,3
r16_c247,4
r314_c247,5
r311_c247,5
r874_c247,5
r871_c247,3
r820_c247,3
r113_c247,5
r320_c247,3
r8_c247,5
r593_c247,2
r437_c247,5
r554_c247,3
r718_c247,5
r137_c247,4
r969_c247,3
r11_c247,5
r557_c247,4
r608_c247,3
r78_c247,5
r168_c247,5
r451_c247,5
r577_c247,3
r547_c247,5
r111_c247,3
r124_c247,5
r749_c247,4
r112_c247,5
r390_c247,5
r242_c247,5
r959_c247,5
r472_c247,4
r899_c247,5
r162_c247,5
r912_c247,4
r523_c247,5
r224_c247,5
r826_c247,3
r333_c247,4
r823_c247,3
r424_c247,5
r203_c247,4
r921_c247,3
r179_c247,5
r789_c247,1
r800_c247,3
r747_c247,4
r409_c247,4
r79_c247,5
r37_c247,5
r1000_c247,5
r636_c247,5
r109_c247,5
r134_c247,5
r310_c247,4
r319_c247,4
r294_c247,2
r151_c247,3
r590_c247,4
r939_c247,5
r585_c247,3
r189_c247,5
r122_c247,5
r125_c247,4
r154_c247,4
r683_c247,3
r91_c247,5
r119_c247,5
r39_c247,5
r807_c247,5
r507_c247,4
r772_c247,4
r264_c247,4
r725_c247,5
r90_c247,4
r265_c247,3
r576_c247,3
r750_c247,4
r895_c247,5
r822_c247,5
r890_c247,4
r928_c247,4
r850_c247,5
r831_c247,4
r678_c247,4
r512_c247,2
r286_c247,5
r565_c247,5
r446_c247,5
r951_c247,4
r193_c247,5
r456_c247,4
r773_c247,3
r525_c247,4
r275_c247,5
r246_c247,5
r75_c247,4
r491_c247,5
r430_c247,5
r191_c247,5
r946_c247,4
r398_c247,5
r584_c247,3
r795_c247,5
r255_c247,5
r166_c247,1
r371_c247,2
r567_c247,1
r183_c247,2
r36_c247,5
r889_c247,5
r302_c247,4
r720_c247,3
r1_c247,5
r206_c247,5
r349_c247,5
r938_c247,5
r592_c247,2
r769_c247,5
r350_c247,5
r686_c247,5
r690_c247,5
r204_c247,5
r511_c247,5
r43_c247,5
r617_c247,5
r185_c247,3
r138_c247,5
r25_c247,3
r932_c247,5
r279_c247,4
r468_c247,5
r64_c247,5
r676_c247,4
r256_c247,2
r767_c247,4
r160_c247,5
r257_c247,5
r698_c247,4
r149_c247,5
r440_c247,5
r873_c247,3
r271_c247,2
r647_c247,4
r919_c247,4
r960_c247,4
r133_c247,5
r115_c247,5
r77_c247,3
r903_c247,4
r979_c247,3
r478_c247,4
r445_c247,5
r144_c247,5
r618_c247,5
r689_c247,3
r753_c247,3
r561_c247,4
r682_c247,3
r202_c247,5
r471_c247,4
r734_c247,4
r207_c247,3
r949_c247,4
r566_c247,3
r622_c247,5
r139_c247,4
r917_c247,4
r909_c247,5
r408_c247,3
r98_c247,5
r100_c247,5
r171_c247,4
r49_c247,5
r238_c247,5
r953_c247,4
r911_c247,4
r930_c247,4
r623_c247,5
r116_c247,2
r708_c247,4
r201_c247,4
r475_c247,4
r386_c247,5
r541_c247,5
r282_c247,5
r372_c247,4
r629_c247,5
r432_c247,4
r854_c247,4
r194_c247,3
r32_c247,5
r991_c247,4
r551_c247,5
r225_c247,1
r330_c247,5
r528_c247,2
r495_c247,4
r142_c247,5
r401_c247,5
r463_c247,3
r461_c247,4
r369_c247,5
r661_c247,5
r227_c247,5
r152_c247,5
r364_c247,4
r804_c247,4
r379_c247,4
r936_c247,4
r407_c247,5
r299_c247,4
r300_c247,5
r431_c247,3
r513_c247,5
r380_c247,4
r898_c247,4
r711_c247,5
r159_c247,5
r200_c247,5
r466_c247,4
r536_c247,5
r824_c247,3
r559_c247,4
r470_c247,5
r38_c247,5
r40_c247,2
r550_c247,3
r155_c247,5
r53_c247,5
r967_c247,4
r443_c247,4
r267_c247,5
r707_c247,4
r569_c247,4
r360_c247,5
r956_c247,3
r24_c247,5
r797_c247,4
r785_c247,5
r476_c247,5
r92_c247,3
r334_c247,5
r972_c247,4
r48_c247,4
r514_c247,4
r281_c247,4
r639_c247,5
r368_c247,4
r391_c247,5
r6_c247,5
r221_c247,3
r233_c247,5
r968_c247,5
r679_c247,5
r95_c247,5
r143_c247,4
r105_c247,3
r363_c247,5
r382_c247,5
r610_c247,2
r882_c247,5
r941_c247,5
r340_c247,5
r685_c247,4
r578_c247,5
r839_c247,4
r727_c247,5
r318_c247,5
r442_c247,5
r415_c247,5
r273_c247,5
r169_c247,4
r726_c247,3
r101_c247,5
r762_c247,4
r196_c247,5
r918_c247,4
r693_c247,1
r699_c247,2
r47_c247,3
r18_c247,5
r129_c247,5
r605_c247,5
r110_c247,4
r858_c247,5
r148_c247,2
r417_c247,3
r135_c247,3
r782_c247,5
r935_c247,3
r341_c247,5
r244_c247,4
r410_c247,5
r896_c247,5
r325_c247,5
r190_c247,5
r655_c247,5
r656_c247,4
r568_c247,3
r287_c247,4
r866_c247,3
r781_c247,5
r2_c247,5
r423_c247,4
r60_c247,5
r862_c247,5
r9_c247,5
r658_c247,4
r243_c247,5
r285_c247,5
r153_c247,5
r970_c247,4
r165_c247,5
r216_c610,5
r454_c610,3
r102_c610,4
r356_c610,1
r666_c610,5
r29_c610,3
r52_c610,4
r130_c610,3
r836_c610,4
r562_c610,3
r868_c610,4
r50_c610,2
r268_c610,1
r106_c610,1
r88_c610,3
r76_c610,5
r170_c610,4
r182_c610,5
r844_c610,3
r20_c610,3
r259_c610,3
r210_c610,3
r738_c610,5
r556_c610,1
r814_c610,2
r34_c610,5
r587_c610,5
r7_c610,3
r69_c610,2
r117_c610,2
r988_c610,3
r66_c610,3
r460_c610,3
r297_c610,5
r845_c610,3
r881_c610,3
r537_c610,3
r126_c610,2
r517_c610,4
r907_c610,4
r128_c610,3
r13_c610,4
r16_c610,4
r715_c610,2
r218_c610,3
r12_c610,3
r136_c610,3
r228_c610,5
r11_c610,2
r654_c610,2
r114_c610,5
r127_c610,4
r51_c610,3
r790_c610,1
r712_c610,3
r916_c610,2
r607_c610,3
r427_c610,3
r959_c610,3
r80_c610,3
r278_c610,3
r203_c610,4
r301_c610,1
r17_c610,4
r921_c610,5
r747_c610,4
r636_c610,2
r109_c610,3
r704_c610,2
r527_c610,3
r158_c610,1
r125_c610,5
r591_c610,5
r91_c610,2
r39_c610,5
r807_c610,4
r346_c610,3
r452_c610,3
r966_c610,3
r888_c610,4
r750_c610,2
r533_c610,4
r263_c610,1
r504_c610,2
r678_c610,4
r286_c610,3
r755_c610,4
r87_c610,2
r275_c610,3
r75_c610,3
r430_c610,1
r946_c610,2
r398_c610,1
r900_c610,5
r795_c610,5
r166_c610,1
r183_c610,5
r302_c610,3
r720_c610,3
r1_c610,5
r349_c610,2
r694_c610,3
r350_c610,3
r798_c610,4
r43_c610,3
r65_c610,5
r932_c610,5
r237_c610,5
r404_c610,2
r160_c610,2
r897_c610,3
r646_c610,3
r188_c610,5
r940_c610,5
r643_c610,3
r859_c610,3
r471_c610,2
r236_c610,2
r672_c610,5
r566_c610,3
r954_c610,3
r953_c610,3
r708_c610,3
r635_c610,4
r167_c610,3
r82_c610,2
r534_c610,2
r330_c610,3
r929_c610,5
r89_c610,4
r180_c610,4
r661_c610,4
r407_c610,4
r431_c610,3
r251_c610,2
r200_c610,5
r518_c610,3
r38_c610,4
r155_c610,5
r220_c610,5
r53_c610,3
r818_c610,4
r140_c610,3
r146_c610,5
r360_c610,3
r989_c610,3
r876_c610,5
r832_c610,3
r334_c610,3
r250_c610,3
r281_c610,4
r671_c610,2
r389_c610,3
r721_c610,2
r221_c610,3
r968_c610,2
r828_c610,4
r105_c610,3
r839_c610,2
r229_c610,4
r806_c610,3
r388_c610,2
r727_c610,4
r318_c610,4
r442_c610,5
r632_c610,2
r730_c610,2
r453_c610,5
r22_c610,4
r47_c610,5
r44_c610,1
r129_c610,3
r241_c610,1
r341_c610,4
r410_c610,3
r896_c610,4
r317_c610,3
r205_c610,2
r261_c610,5
r723_c610,3
r866_c610,3
r722_c610,2
r447_c610,4
r649_c610,4
r373_c610,5
r9_c610,5
r68_c610,3
r600_c610,2
r838_c610,4
r165_c610,3
r102_c223,4
r324_c223,4
r729_c223,3
r52_c223,5
r609_c223,5
r289_c223,5
r147_c223,4
r791_c223,4
r353_c223,3
r215_c223,3
r458_c223,4
r184_c223,5
r728_c223,4
r562_c223,5
r957_c223,4
r923_c223,5
r868_c223,5
r21_c223,4
r106_c223,5
r195_c223,3
r821_c223,4
r170_c223,4
r748_c223,5
r313_c223,3
r377_c223,5
r187_c223,4
r667_c223,5
r34_c223,5
r4_c223,5
r444_c223,4
r927_c223,5
r303_c223,2
r482_c223,3
r132_c223,3
r560_c223,5
r46_c223,1
r910_c223,4
r460_c223,2
r740_c223,5
r845_c223,3
r589_c223,1
r881_c223,3
r670_c223,2
r878_c223,5
r973_c223,4
r291_c223,5
r498_c223,5
r126_c223,4
r517_c223,4
r907_c223,5
r362_c223,5
r580_c223,5
r16_c223,5
r314_c223,5
r874_c223,2
r871_c223,3
r641_c223,4
r12_c223,5
r593_c223,1
r802_c223,3
r969_c223,4
r531_c223,5
r557_c223,2
r78_c223,5
r168_c223,5
r451_c223,4
r577_c223,3
r732_c223,4
r114_c223,4
r19_c223,3
r127_c223,4
r283_c223,5
r85_c223,1
r55_c223,4
r414_c223,5
r790_c223,2
r713_c223,4
r712_c223,5
r749_c223,4
r916_c223,4
r112_c223,5
r242_c223,4
r481_c223,2
r270_c223,5
r80_c223,5
r912_c223,4
r914_c223,3
r278_c223,5
r333_c223,2
r823_c223,4
r509_c223,3
r424_c223,4
r203_c223,5
r41_c223,4
r141_c223,1
r307_c223,5
r1000_c223,3
r636_c223,5
r31_c223,5
r644_c223,5
r817_c223,4
r294_c223,3
r151_c223,3
r846_c223,5
r527_c223,5
r963_c223,4
r177_c223,5
r422_c223,4
r374_c223,4
r125_c223,5
r293_c223,3
r591_c223,3
r154_c223,4
r683_c223,3
r469_c223,2
r91_c223,5
r119_c223,2
r249_c223,5
r709_c223,5
r834_c223,4
r904_c223,5
r347_c223,4
r346_c223,4
r264_c223,3
r570_c223,5
r351_c223,4
r90_c223,5
r553_c223,3
r691_c223,4
r750_c223,4
r263_c223,3
r10_c223,5
r850_c223,5
r812_c223,4
r678_c223,5
r413_c223,4
r286_c223,3
r118_c223,3
r983_c223,3
r852_c223,4
r120_c223,3
r72_c223,5
r193_c223,2
r234_c223,5
r456_c223,1
r773_c223,5
r87_c223,4
r525_c223,1
r355_c223,4
r869_c223,3
r491_c223,5
r477_c223,3
r692_c223,5
r15_c223,5
r684_c223,3
r398_c223,5
r584_c223,1
r765_c223,4
r739_c223,5
r883_c223,3
r272_c223,3
r621_c223,2
r58_c223,3
r83_c223,4
r1_c223,5
r206_c223,1
r348_c223,4
r23_c223,5
r694_c223,4
r745_c223,2
r696_c223,3
r42_c223,5
r885_c223,4
r181_c223,4
r794_c223,3
r602_c223,4
r695_c223,5
r204_c223,4
r332_c223,4
r175_c223,5
r43_c223,5
r65_c223,3
r185_c223,5
r279_c223,4
r499_c223,3
r376_c223,5
r256_c223,4
r30_c223,4
r240_c223,3
r257_c223,2
r296_c223,5
r698_c223,3
r925_c223,4
r604_c223,4
r448_c223,5
r397_c223,2
r897_c223,5
r271_c223,5
r919_c223,1
r855_c223,1
r960_c223,4
r342_c223,5
r529_c223,4
r428_c223,4
r188_c223,5
r539_c223,4
r996_c223,4
r365_c223,5
r950_c223,5
r223_c223,4
r689_c223,1
r753_c223,5
r202_c223,1
r606_c223,4
r236_c223,3
r70_c223,5
r672_c223,5
r566_c223,2
r164_c223,4
r157_c223,3
r408_c223,4
r98_c223,5
r100_c223,5
r614_c223,5
r238_c223,2
r954_c223,3
r930_c223,3
r623_c223,5
r116_c223,4
r201_c223,1
r386_c223,5
r494_c223,5
r952_c223,3
r186_c223,5
r541_c223,3
r701_c223,4
r282_c223,4
r212_c223,5
r521_c223,3
r813_c223,5
r142_c223,5
r829_c223,5
r502_c223,5
r770_c223,5
r358_c223,5
r463_c223,2
r461_c223,5
r152_c223,4
r364_c223,5
r804_c223,4
r505_c223,5
r299_c223,5
r59_c223,3
r108_c223,5
r626_c223,1
r99_c223,5
r439_c223,4
r107_c223,2
r38_c223,5
r40_c223,1
r681_c223,4
r220_c223,3
r53_c223,3
r891_c223,5
r630_c223,4
r267_c223,3
r707_c223,5
r392_c223,5
r989_c223,5
r545_c223,4
r436_c223,1
r736_c223,2
r785_c223,5
r92_c223,3
r178_c223,4
r344_c223,5
r62_c223,5
r994_c223,5
r199_c223,5
r250_c223,4
r281_c223,2
r389_c223,3
r687_c223,4
r391_c223,5
r6_c223,5
r652_c223,4
r143_c223,4
r105_c223,5
r663_c223,4
r382_c223,5
r610_c223,2
r489_c223,5
r774_c223,5
r685_c223,3
r352_c223,5
r388_c223,5
r222_c223,1
r479_c223,4
r501_c223,5
r645_c223,4
r318_c223,4
r442_c223,3
r706_c223,5
r632_c223,5
r986_c223,3
r161_c223,5
r762_c223,1
r196_c223,3
r174_c223,5
r26_c223,3
r918_c223,4
r787_c223,5
r638_c223,5
r699_c223,3
r326_c223,4
r47_c223,5
r18_c223,4
r780_c223,3
r266_c223,3
r841_c223,5
r858_c223,3
r417_c223,3
r410_c223,4
r317_c223,5
r205_c223,4
r190_c223,3
r370_c223,5
r877_c223,5
r419_c223,2
r723_c223,5
r665_c223,2
r656_c223,5
r776_c223,5
r455_c223,3
r866_c223,5
r722_c223,5
r781_c223,4
r86_c223,3
r2_c223,4
r423_c223,5
r60_c223,4
r649_c223,5
r862_c223,4
r9_c223,5
r68_c223,3
r625_c223,5
r970_c223,4
r165_c223,5
r668_c223,3
r729_c971,4
r664_c971,3
r76_c971,4
r4_c971,4
r69_c971,2
r66_c971,5
r517_c971,3
r820_c971,5
r8_c971,3
r284_c971,5
r137_c971,5
r55_c971,3
r425_c971,3
r301_c971,1
r141_c971,3
r31_c971,2
r939_c971,4
r888_c971,4
r895_c971,4
r120_c971,4
r72_c971,2
r700_c971,3
r58_c971,3
r696_c971,4
r181_c971,3
r798_c971,3
r43_c971,3
r65_c971,3
r394_c971,4
r123_c971,3
r506_c971,3
r157_c971,2
r475_c971,2
r81_c971,4
r751_c971,3
r200_c971,3
r67_c971,5
r550_c971,3
r53_c971,5
r674_c971,3
r62_c971,3
r391_c971,3
r340_c971,2
r486_c971,2
r196_c971,3
r57_c971,3
r18_c971,5
r245_c971,3
r325_c971,4
r150_c971,5
r378_c971,5
r964_c535,5
r487_c535,4
r729_c535,3
r520_c535,3
r791_c535,3
r176_c535,3
r458_c535,2
r836_c535,1
r295_c535,2
r731_c535,2
r268_c535,3
r465_c535,2
r354_c535,4
r61_c535,4
r217_c535,4
r843_c535,4
r170_c535,3
r640_c535,3
r182_c535,4
r844_c535,3
r993_c535,3
r20_c535,4
r34_c535,3
r771_c535,5
r69_c535,5
r988_c535,4
r435_c535,5
r66_c535,5
r977_c535,4
r274_c535,5
r297_c535,2
r825_c535,4
r586_c535,3
r670_c535,3
r498_c535,4
r907_c535,4
r128_c535,3
r16_c535,5
r680_c535,4
r320_c535,3
r218_c535,3
r12_c535,4
r437_c535,4
r375_c535,4
r298_c535,4
r228_c535,5
r554_c535,5
r137_c535,3
r531_c535,4
r827_c535,3
r608_c535,5
r788_c535,4
r717_c535,5
r19_c535,5
r418_c535,5
r712_c535,4
r112_c535,5
r242_c535,3
r924_c535,5
r742_c535,5
r333_c535,4
r905_c535,2
r823_c535,2
r163_c535,3
r28_c535,5
r424_c535,5
r301_c535,4
r41_c535,4
r449_c535,3
r650_c535,5
r335_c535,3
r37_c535,4
r744_c535,5
r134_c535,5
r35_c535,5
r644_c535,5
r931_c535,5
r122_c535,3
r422_c535,5
r293_c535,4
r469_c535,3
r91_c535,4
r119_c535,3
r249_c535,4
r857_c535,4
r888_c535,2
r553_c535,3
r576_c535,2
r33_c535,4
r750_c535,4
r895_c535,5
r54_c535,3
r890_c535,3
r10_c535,3
r850_c535,4
r504_c535,3
r573_c535,2
r118_c535,2
r565_c535,5
r446_c535,4
r355_c535,5
r275_c535,4
r246_c535,4
r75_c535,4
r692_c535,3
r893_c535,4
r946_c535,5
r209_c535,5
r15_c535,4
r684_c535,5
r584_c535,2
r795_c535,5
r272_c535,5
r255_c535,4
r36_c535,3
r83_c535,3
r302_c535,3
r1_c535,5
r938_c535,2
r769_c535,4
r467_c535,4
r42_c535,4
r885_c535,5
r602_c535,2
r695_c535,3
r332_c535,4
r675_c535,5
r468_c535,3
r64_c535,3
r555_c535,3
r499_c535,4
r123_c535,3
r483_c535,4
r160_c535,5
r296_c535,5
r149_c535,4
r937_c535,3
r819_c535,2
r397_c535,4
r919_c535,5
r450_c535,5
r976_c535,2
r342_c535,4
r77_c535,3
r188_c535,5
r97_c535,3
r766_c535,5
r445_c535,4
r950_c535,4
r223_c535,4
r689_c535,4
r753_c535,4
r508_c535,5
r672_c535,2
r793_c535,5
r157_c535,4
r815_c535,1
r408_c535,3
r14_c535,4
r98_c535,3
r954_c535,3
r953_c535,2
r116_c535,5
r708_c535,5
r81_c535,5
r908_c535,3
r282_c535,3
r854_c535,3
r194_c535,4
r32_c535,4
r330_c535,3
r784_c535,5
r495_c535,5
r339_c535,5
r104_c535,4
r461_c535,5
r369_c535,3
r661_c535,4
r804_c535,3
r407_c535,3
r299_c535,2
r898_c535,3
r159_c535,5
r824_c535,3
r492_c535,5
r38_c535,3
r564_c535,4
r879_c535,3
r967_c535,4
r891_c535,3
r140_c535,4
r958_c535,5
r630_c535,3
r982_c535,4
r989_c535,2
r992_c535,3
r545_c535,5
r436_c535,4
r411_c535,5
r73_c535,1
r315_c535,1
r674_c535,4
r971_c535,3
r476_c535,3
r334_c535,5
r934_c535,1
r961_c535,5
r178_c535,5
r344_c535,4
r514_c535,4
r721_c535,3
r968_c535,4
r679_c535,5
r95_c535,4
r688_c535,4
r363_c535,1
r610_c535,4
r578_c535,4
r352_c535,2
r839_c535,5
r229_c535,5
r486_c535,3
r913_c535,3
r222_c535,4
r660_c535,4
r727_c535,5
r943_c535,4
r318_c535,3
r535_c535,5
r273_c535,4
r101_c535,1
r453_c535,3
r596_c535,4
r174_c535,4
r699_c535,4
r22_c535,5
r326_c535,5
r962_c535,3
r129_c535,5
r211_c535,5
r417_c535,2
r990_c535,5
r135_c535,3
r782_c535,3
r410_c535,4
r896_c535,3
r665_c535,5
r287_c535,5
r866_c535,3
r86_c535,4
r373_c535,4
r381_c535,3
r405_c535,5
r658_c535,1
r616_c535,4
r216_c348,4
r454_c348,5
r356_c348,3
r173_c348,3
r324_c348,4
r867_c348,4
r609_c348,3
r289_c348,3
r147_c348,3
r791_c348,4
r906_c348,2
r458_c348,2
r184_c348,5
r562_c348,5
r731_c348,4
r923_c348,4
r868_c348,5
r50_c348,3
r232_c348,4
r875_c348,4
r354_c348,3
r61_c348,5
r88_c348,3
r217_c348,5
r843_c348,5
r76_c348,4
r195_c348,3
r821_c348,3
r948_c348,5
r170_c348,3
r848_c348,1
r182_c348,3
r230_c348,3
r993_c348,4
r886_c348,3
r667_c348,3
r210_c348,4
r863_c348,4
r393_c348,4
r34_c348,2
r673_c348,5
r810_c348,2
r7_c348,4
r444_c348,4
r677_c348,4
r922_c348,4
r733_c348,2
r435_c348,3
r172_c348,5
r132_c348,5
r560_c348,3
r66_c348,4
r977_c348,5
r46_c348,2
r460_c348,3
r84_c348,4
r633_c348,4
r746_c348,4
r740_c348,4
r881_c348,5
r613_c348,3
r878_c348,3
r331_c348,2
r291_c348,3
r998_c348,3
r907_c348,4
r128_c348,4
r715_c348,4
r314_c348,5
r311_c348,4
r680_c348,2
r764_c348,1
r113_c348,5
r320_c348,5
r641_c348,5
r593_c348,1
r796_c348,4
r375_c348,3
r137_c348,5
r531_c348,3
r11_c348,5
r451_c348,4
r732_c348,5
r547_c348,3
r114_c348,2
r402_c348,5
r524_c348,3
r283_c348,4
r111_c348,2
r418_c348,4
r55_c348,5
r790_c348,3
r416_c348,2
r112_c348,5
r427_c348,1
r252_c348,5
r395_c348,4
r162_c348,4
r80_c348,5
r779_c348,5
r248_c348,5
r333_c348,5
r905_c348,5
r823_c348,4
r163_c348,3
r309_c348,3
r301_c348,4
r651_c348,4
r17_c348,2
r179_c348,5
r141_c348,3
r208_c348,3
r79_c348,4
r37_c348,5
r434_c348,5
r496_c348,5
r387_c348,4
r484_c348,3
r636_c348,5
r109_c348,5
r644_c348,3
r574_c348,3
r846_c348,4
r939_c348,4
r527_c348,4
r585_c348,5
r280_c348,5
r591_c348,3
r594_c348,4
r438_c348,4
r683_c348,4
r469_c348,4
r91_c348,5
r249_c348,5
r192_c348,4
r612_c348,5
r473_c348,5
r39_c348,4
r807_c348,4
r231_c348,3
r452_c348,3
r659_c348,4
r264_c348,4
r351_c348,5
r265_c348,3
r761_c348,5
r33_c348,5
r737_c348,4
r54_c348,3
r880_c348,5
r890_c348,5
r433_c348,3
r575_c348,4
r926_c348,4
r860_c348,4
r263_c348,3
r752_c348,4
r10_c348,1
r850_c348,5
r512_c348,4
r329_c348,5
r457_c348,4
r383_c348,4
r703_c348,5
r983_c348,3
r756_c348,3
r852_c348,4
r72_c348,5
r456_c348,5
r87_c348,5
r355_c348,4
r869_c348,3
r75_c348,5
r893_c348,5
r430_c348,4
r191_c348,5
r510_c348,4
r209_c348,3
r15_c348,4
r765_c348,4
r795_c348,4
r420_c348,2
r58_c348,4
r567_c348,3
r396_c348,3
r206_c348,5
r601_c348,3
r592_c348,2
r696_c348,4
r467_c348,3
r42_c348,4
r258_c348,2
r794_c348,3
r602_c348,3
r695_c348,5
r675_c348,5
r65_c348,4
r617_c348,3
r394_c348,4
r932_c348,3
r279_c348,5
r64_c348,5
r627_c348,5
r676_c348,4
r499_c348,4
r237_c348,5
r404_c348,5
r406_c348,4
r767_c348,3
r160_c348,3
r253_c348,4
r149_c348,5
r440_c348,3
r235_c348,3
r647_c348,2
r735_c348,4
r115_c348,5
r342_c348,5
r529_c348,5
r506_c348,3
r996_c348,3
r97_c348,4
r365_c348,3
r743_c348,3
r445_c348,3
r950_c348,4
r223_c348,5
r619_c348,3
r618_c348,5
r847_c348,3
r689_c348,5
r753_c348,4
r561_c348,3
r859_c348,2
r226_c348,4
r164_c348,4
r157_c348,4
r815_c348,3
r408_c348,4
r14_c348,5
r98_c348,3
r532_c348,4
r657_c348,2
r49_c348,5
r930_c348,4
r623_c348,1
r81_c348,5
r343_c348,4
r908_c348,4
r494_c348,5
r82_c348,5
r995_c348,4
r751_c348,2
r534_c348,4
r432_c348,4
r854_c348,3
r194_c348,3
r32_c348,3
r551_c348,5
r330_c348,3
r597_c348,4
r784_c348,5
r71_c348,4
r495_c348,5
r997_c348,5
r104_c348,5
r872_c348,4
r180_c348,4
r401_c348,3
r358_c348,5
r463_c348,4
r400_c348,3
r804_c348,4
r505_c348,3
r299_c348,3
r431_c348,2
r251_c348,3
r583_c348,1
r513_c348,3
r99_c348,5
r711_c348,5
r200_c348,4
r466_c348,4
r518_c348,3
r536_c348,5
r107_c348,5
r870_c348,4
r470_c348,4
r38_c348,5
r40_c348,5
r564_c348,4
r155_c348,5
r53_c348,5
r967_c348,3
r891_c348,5
r558_c348,5
r864_c348,5
r146_c348,3
r707_c348,2
r989_c348,2
r992_c348,4
r956_c348,5
r345_c348,4
r785_c348,4
r315_c348,4
r674_c348,4
r476_c348,4
r334_c348,3
r281_c348,3
r639_c348,3
r389_c348,5
