,Id,Prediction
1260,r7912_c184,5
1261,r8288_c184,1
1262,r8345_c184,1
1263,r8575_c184,4
1264,r8717_c184,3
1265,r8991_c184,3
1266,r9102_c184,2
1267,r9157_c184,3
1268,r9792_c184,5
1269,r9939_c184,5
1270,r9970_c184,3
1271,r81_c186,5
1272,r485_c186,3
1273,r515_c186,3
1274,r595_c186,4
1275,r1146_c186,3
1276,r1456_c186,5
1277,r1525_c186,2
1278,r2078_c186,5
1279,r2134_c186,3
1280,r2144_c186,5
1281,r2340_c186,5
1282,r2526_c186,5
1283,r3054_c186,4
1284,r3087_c186,1
1285,r3130_c186,2
1286,r3288_c186,4
1287,r3811_c186,3
1288,r3915_c186,5
1289,r4027_c186,5
1290,r4195_c186,5
1291,r4280_c186,3
1292,r4863_c186,5
1293,r4898_c186,5
1294,r5319_c186,5
1295,r5383_c186,5
1296,r5400_c186,2
1297,r5559_c186,5
1298,r5566_c186,5
1299,r5677_c186,5
1300,r5889_c186,5
1301,r5902_c186,3
1302,r6341_c186,5
1303,r6915_c186,5
1304,r7239_c186,5
1305,r7254_c186,3
1306,r7261_c186,5
1307,r7757_c186,5
1308,r7846_c186,5
1309,r8345_c186,5
1310,r8359_c186,4
1311,r8480_c186,3
1312,r8575_c186,5
1313,r8717_c186,5
1314,r8991_c186,1
1315,r9138_c186,5
1316,r9157_c186,3
1317,r9177_c186,2
1318,r9414_c186,2
1319,r9525_c186,3
1320,r9691_c186,1
1321,r9792_c186,5
1322,r9799_c186,5
1323,r9930_c186,4
1324,r9939_c186,5
1325,r9970_c186,4
1326,r401_c191,5
1327,r485_c191,5
1328,r1435_c191,5
1329,r1456_c191,5
1330,r1525_c191,5
1331,r1878_c191,5
1332,r2178_c191,5
1333,r2340_c191,5
1334,r2890_c191,5
1335,r3054_c191,5
1336,r3087_c191,4
1337,r3130_c191,5
1338,r3288_c191,5
1339,r3489_c191,5
1340,r3645_c191,3
1341,r3915_c191,5
1342,r4027_c191,5
1343,r4519_c191,5
1344,r4898_c191,5
1345,r5013_c191,5
1346,r5319_c191,5
1347,r5383_c191,2
1348,r5400_c191,5
1349,r5512_c191,5
1350,r5566_c191,5
1351,r5817_c191,5
1352,r5874_c191,5
1353,r5995_c191,5
1354,r6096_c191,3
1355,r6341_c191,5
1356,r6915_c191,4
1357,r7239_c191,5
1358,r7254_c191,4
1359,r7261_c191,5
1360,r7420_c191,5
1361,r7608_c191,5
1362,r7757_c191,5
1363,r7878_c191,5
1364,r7912_c191,5
1365,r7983_c191,5
1366,r8480_c191,5
1367,r9157_c191,5
1368,r9171_c191,5
1369,r9177_c191,5
1370,r9314_c191,5
1371,r9414_c191,4
1372,r9525_c191,5
1373,r9691_c191,5
1374,r9799_c191,5
1375,r9916_c191,5
1376,r9939_c191,5
1377,r9970_c191,5
1378,r401_c193,5
1379,r410_c193,5
1380,r595_c193,5
1381,r727_c193,3
1382,r763_c193,5
1383,r1435_c193,5
1384,r2078_c193,3
1385,r2144_c193,5
1386,r2340_c193,5
1387,r2458_c193,5
1388,r2526_c193,5
1389,r3054_c193,5
1390,r3087_c193,5
1391,r3130_c193,5
1392,r3489_c193,5
1393,r3811_c193,4
1394,r3915_c193,5
1395,r4027_c193,5
1396,r4195_c193,5
1397,r4280_c193,5
1398,r4519_c193,5
1399,r4863_c193,4
1400,r4995_c193,5
1401,r5348_c193,5
1402,r5383_c193,5
1403,r5512_c193,5
1404,r5566_c193,4
1405,r5768_c193,5
1406,r6096_c193,5
1407,r7239_c193,5
1408,r7261_c193,5
1409,r7319_c193,5
1410,r7335_c193,5
1411,r7757_c193,5
1412,r7846_c193,5
1413,r7878_c193,5
1414,r7912_c193,5
1415,r7983_c193,5
1416,r8288_c193,2
1417,r8480_c193,5
1418,r8575_c193,4
1419,r8717_c193,5
1420,r8991_c193,5
1421,r9093_c193,5
1422,r9095_c193,3
1423,r9102_c193,3
1424,r9157_c193,2
1425,r9171_c193,5
1426,r9414_c193,4
1427,r9525_c193,3
1428,r9691_c193,5
1429,r9799_c193,4
1430,r9930_c193,5
1431,r9939_c193,5
1432,r81_c214,5
1433,r515_c214,2
1434,r563_c214,4
1435,r595_c214,3
1436,r727_c214,5
1437,r763_c214,2
1438,r1435_c214,4
1439,r1525_c214,5
1440,r1878_c214,5
1441,r1895_c214,5
1442,r2078_c214,3
1443,r2134_c214,5
1444,r2340_c214,5
1445,r2458_c214,5
1446,r2890_c214,3
1447,r3069_c214,5
1448,r3087_c214,5
1449,r3645_c214,4
1450,r3811_c214,5
1451,r3952_c214,4
1452,r4027_c214,5
1453,r4195_c214,3
1454,r4519_c214,5
1455,r4863_c214,5
1456,r4876_c214,3
1457,r4898_c214,5
1458,r4995_c214,5
1459,r5013_c214,5
1460,r5319_c214,5
1461,r5400_c214,5
1462,r5559_c214,2
1463,r5566_c214,4
1464,r5768_c214,3
1465,r5817_c214,5
1466,r5889_c214,5
1467,r5902_c214,3
1468,r5938_c214,5
1469,r6096_c214,5
1470,r6915_c214,5
1471,r7239_c214,5
1472,r7335_c214,4
1473,r7757_c214,5
1474,r7878_c214,5
1475,r7912_c214,5
1476,r8288_c214,5
1477,r8345_c214,5
1478,r8575_c214,5
1479,r8717_c214,4
1480,r8991_c214,3
1481,r9093_c214,5
1482,r9102_c214,5
1483,r9138_c214,4
1484,r9157_c214,4
1485,r9177_c214,5
1486,r9314_c214,5
1487,r9414_c214,3
1488,r9691_c214,5
1489,r9792_c214,3
1490,r9799_c214,5
1491,r9916_c214,3
1492,r9939_c214,5
1493,r401_c216,2
1494,r410_c216,5
1495,r563_c216,5
1496,r595_c216,5
1497,r720_c216,4
1498,r727_c216,5
1499,r1435_c216,5
1500,r1456_c216,5
1501,r1878_c216,5
1502,r1895_c216,5
1503,r2078_c216,4
1504,r2134_c216,5
1505,r2178_c216,5
1506,r2340_c216,5
1507,r2526_c216,5
1508,r2890_c216,5
1509,r3069_c216,1
1510,r3087_c216,3
1511,r3915_c216,5
1512,r3952_c216,5
1513,r4027_c216,5
1514,r4195_c216,5
1515,r4863_c216,5
1516,r4876_c216,5
1517,r5348_c216,4
1518,r5383_c216,1
1519,r5400_c216,5
1520,r5512_c216,5
1521,r5559_c216,5
1522,r5566_c216,5
1523,r5706_c216,5
1524,r5874_c216,5
1525,r5889_c216,5
1526,r5902_c216,5
1527,r6096_c216,5
1528,r6789_c216,2
1529,r6915_c216,5
1530,r7239_c216,5
1531,r7335_c216,5
1532,r7608_c216,5
1533,r7757_c216,4
1534,r7878_c216,5
1535,r7912_c216,5
1536,r7983_c216,2
1537,r8359_c216,5
1538,r8480_c216,4
1539,r8575_c216,5
1540,r8991_c216,4
1541,r9095_c216,3
1542,r9102_c216,5
1543,r9314_c216,5
1544,r9525_c216,3
1545,r9691_c216,5
1546,r9970_c216,5
1547,r81_c230,5
1548,r401_c230,5
1549,r485_c230,5
1550,r595_c230,4
1551,r763_c230,5
1552,r1146_c230,5
1553,r1456_c230,4
1554,r1895_c230,3
1555,r2078_c230,3
1556,r2134_c230,4
1557,r2144_c230,4
1558,r2458_c230,5
1559,r2526_c230,5
1560,r3054_c230,5
1561,r3069_c230,5
1562,r3087_c230,1
1563,r3288_c230,3
1564,r3489_c230,5
1565,r3645_c230,5
1566,r3952_c230,5
1567,r4027_c230,5
1568,r4876_c230,5
1569,r4898_c230,5
1570,r4995_c230,3
1571,r5013_c230,5
1572,r5319_c230,4
1573,r5348_c230,5
1574,r5400_c230,3
1575,r5512_c230,5
1576,r5559_c230,5
1577,r5677_c230,5
1578,r5706_c230,5
1579,r5768_c230,5
1580,r5817_c230,5
1581,r5874_c230,5
1582,r5889_c230,5
1583,r5995_c230,5
1584,r6096_c230,5
1585,r6789_c230,5
1586,r6915_c230,2
1587,r7239_c230,2
1588,r7254_c230,2
1589,r7319_c230,3
1590,r7335_c230,5
1591,r7420_c230,5
1592,r7608_c230,5
1593,r7878_c230,5
1594,r7912_c230,5
1595,r7983_c230,4
1596,r8288_c230,5
1597,r8345_c230,5
1598,r8991_c230,3
1599,r9093_c230,5
1600,r9138_c230,5
1601,r9171_c230,5
1602,r9177_c230,5
1603,r9799_c230,5
1604,r9916_c230,5
1605,r9930_c230,5
1606,r9939_c230,5
1607,r515_c245,5
1608,r763_c245,4
1609,r1146_c245,5
1610,r1525_c245,5
1611,r1895_c245,5
1612,r2340_c245,5
1613,r2890_c245,5
1614,r3087_c245,5
1615,r3130_c245,5
1616,r3288_c245,5
1617,r3489_c245,4
1618,r3811_c245,5
1619,r3952_c245,3
1620,r4195_c245,4
1621,r4280_c245,5
1622,r4876_c245,3
1623,r4898_c245,5
1624,r4995_c245,4
1625,r5348_c245,5
1626,r5383_c245,5
1627,r5512_c245,5
1628,r5566_c245,5
1629,r5677_c245,2
1630,r5889_c245,5
1631,r5995_c245,5
1632,r6096_c245,5
1633,r6789_c245,5
1634,r7254_c245,2
1635,r7261_c245,5
1636,r7319_c245,5
1637,r7420_c245,5
1638,r7608_c245,5
1639,r7757_c245,4
1640,r7846_c245,5
1641,r7983_c245,5
1642,r8345_c245,5
1643,r8359_c245,5
1644,r8480_c245,3
1645,r8575_c245,5
1646,r9138_c245,2
1647,r9171_c245,5
1648,r9314_c245,5
1649,r9414_c245,5
1650,r9525_c245,5
1651,r9691_c245,5
1652,r9799_c245,5
1653,r9916_c245,5
1654,r9930_c245,5
1655,r9939_c245,5
1656,r9970_c245,5
1657,r81_c251,5
1658,r401_c251,5
1659,r410_c251,5
1660,r485_c251,5
1661,r515_c251,5
1662,r720_c251,5
1663,r727_c251,5
1664,r763_c251,5
1665,r1878_c251,5
1666,r1895_c251,3
1667,r2078_c251,5
1668,r2340_c251,5
1669,r2458_c251,5
1670,r2526_c251,5
1671,r3054_c251,5
1672,r3130_c251,5
1673,r3489_c251,5
1674,r3645_c251,5
1675,r3811_c251,4
1676,r3915_c251,5
1677,r4280_c251,5
1678,r4863_c251,5
1679,r4898_c251,5
1680,r5348_c251,5
1681,r5383_c251,3
1682,r5400_c251,5
1683,r5559_c251,3
1684,r5706_c251,5
1685,r5768_c251,5
1686,r5874_c251,5
1687,r5902_c251,5
1688,r5938_c251,5
1689,r6096_c251,5
1690,r6789_c251,5
1691,r6915_c251,4
1692,r7239_c251,5
1693,r7254_c251,4
1694,r7261_c251,5
1695,r7319_c251,5
1696,r7420_c251,5
1697,r7757_c251,5
1698,r7878_c251,5
1699,r7912_c251,5
1700,r7983_c251,5
1701,r8288_c251,4
1702,r8345_c251,5
1703,r8359_c251,5
1704,r8480_c251,5
1705,r8717_c251,5
1706,r9093_c251,5
1707,r9102_c251,3
1708,r9138_c251,5
1709,r9177_c251,5
1710,r9314_c251,5
1711,r9792_c251,3
1712,r9930_c251,5
1713,r9970_c251,1
1714,r81_c256,5
1715,r410_c256,5
1716,r515_c256,5
1717,r563_c256,5
1718,r763_c256,5
1719,r1146_c256,5
1720,r1435_c256,5
1721,r1878_c256,5
1722,r1895_c256,5
1723,r2144_c256,5
1724,r2178_c256,5
1725,r2458_c256,5
1726,r2526_c256,5
1727,r3054_c256,5
1728,r3069_c256,5
1729,r3087_c256,5
1730,r3130_c256,5
1731,r3288_c256,5
1732,r3645_c256,5
1733,r3811_c256,5
1734,r3915_c256,5
1735,r4027_c256,5
1736,r4280_c256,5
1737,r4876_c256,5
1738,r4898_c256,5
1739,r4995_c256,5
1740,r5013_c256,5
1741,r5319_c256,5
1742,r5348_c256,5
1743,r5383_c256,5
1744,r5512_c256,5
1745,r5559_c256,5
1746,r5706_c256,5
1747,r5768_c256,5
1748,r5817_c256,5
1749,r5874_c256,5
1750,r5902_c256,5
1751,r5995_c256,5
1752,r6096_c256,5
1753,r6341_c256,5
1754,r6915_c256,5
1755,r7239_c256,5
1756,r7254_c256,5
1757,r7261_c256,5
1758,r7319_c256,5
1759,r7335_c256,5
1760,r7420_c256,5
1761,r7608_c256,5
1762,r7878_c256,5
1763,r7912_c256,5
1764,r7983_c256,5
1765,r8288_c256,5
1766,r8359_c256,5
1767,r8480_c256,5
1768,r8991_c256,5
1769,r9093_c256,5
1770,r9102_c256,5
1771,r9138_c256,5
1772,r9177_c256,5
1773,r9304_c256,5
1774,r9314_c256,5
1775,r9414_c256,5
1776,r9691_c256,5
1777,r9792_c256,5
1778,r9799_c256,3
1779,r9916_c256,5
1780,r9930_c256,5
1781,r9970_c256,5
1782,r81_c257,5
1783,r410_c257,5
1784,r515_c257,4
1785,r595_c257,4
1786,r720_c257,4
1787,r727_c257,5
1788,r763_c257,5
1789,r1146_c257,5
1790,r1456_c257,5
1791,r1525_c257,5
1792,r1895_c257,5
1793,r2144_c257,5
1794,r2178_c257,5
1795,r2340_c257,5
1796,r2458_c257,5
1797,r2890_c257,4
1798,r3069_c257,5
1799,r3489_c257,5
1800,r3811_c257,5
1801,r3915_c257,5
1802,r3952_c257,5
1803,r4195_c257,5
1804,r4280_c257,5
1805,r4519_c257,5
1806,r4863_c257,5
1807,r4876_c257,5
1808,r5013_c257,5
1809,r5319_c257,5
1810,r5348_c257,5
1811,r5889_c257,5
1812,r5902_c257,5
1813,r5938_c257,5
1814,r5995_c257,5
1815,r6096_c257,5
1816,r6341_c257,5
1817,r6915_c257,5
1818,r7261_c257,5
1819,r7420_c257,5
1820,r7846_c257,5
1821,r7878_c257,5
1822,r8288_c257,5
1823,r8359_c257,5
1824,r8575_c257,5
1825,r9095_c257,4
1826,r9138_c257,5
1827,r9304_c257,5
1828,r9414_c257,4
1829,r9930_c257,5
1830,r81_c285,5
1831,r485_c285,5
1832,r515_c285,1
1833,r595_c285,5
1834,r763_c285,4
1835,r1146_c285,3
1836,r1456_c285,5
1837,r1895_c285,3
1838,r2134_c285,5
1839,r2526_c285,3
1840,r2890_c285,3
1841,r3087_c285,5
1842,r3130_c285,5
1843,r3288_c285,5
1844,r3489_c285,5
1845,r3645_c285,5
1846,r3811_c285,5
1847,r3952_c285,5
1848,r4195_c285,5
1849,r4280_c285,5
1850,r4519_c285,5
1851,r4863_c285,3
1852,r4876_c285,5
1853,r4898_c285,5
1854,r4995_c285,5
1855,r5013_c285,5
1856,r5319_c285,5
1857,r5400_c285,4
1858,r5512_c285,5
1859,r5677_c285,3
1860,r5768_c285,3
1861,r5817_c285,5
1862,r5889_c285,5
1863,r5902_c285,5
1864,r5995_c285,5
1865,r6096_c285,5
1866,r6341_c285,5
1867,r6789_c285,5
1868,r7239_c285,4
1869,r7261_c285,5
1870,r7335_c285,5
1871,r7420_c285,5
1872,r7608_c285,5
1873,r7846_c285,5
1874,r7912_c285,5
1875,r7983_c285,1
1876,r8288_c285,5
1877,r8345_c285,5
1878,r9102_c285,4
1879,r9138_c285,5
1880,r9171_c285,5
1881,r9314_c285,5
1882,r9691_c285,5
1883,r9930_c285,5
1884,r9939_c285,5
1885,r9970_c285,5
1886,r81_c295,5
1887,r401_c295,5
1888,r410_c295,3
1889,r515_c295,5
1890,r595_c295,4
1891,r763_c295,5
1892,r1435_c295,5
1893,r1895_c295,4
1894,r2078_c295,5
1895,r2144_c295,5
1896,r2458_c295,4
1897,r2526_c295,5
1898,r2890_c295,5
1899,r3069_c295,5
1900,r3087_c295,5
1901,r3130_c295,5
1902,r3288_c295,5
1903,r3489_c295,4
1904,r3645_c295,5
1905,r3811_c295,5
1906,r3915_c295,5
1907,r3952_c295,5
1908,r4863_c295,4
1909,r4898_c295,5
1910,r4995_c295,5
1911,r5013_c295,5
1912,r5319_c295,5
1913,r5383_c295,5
1914,r5512_c295,5
1915,r5559_c295,5
1916,r5677_c295,3
1917,r5817_c295,5
1918,r5889_c295,4
1919,r5938_c295,5
1920,r5995_c295,4
1921,r6341_c295,5
1922,r6789_c295,5
1923,r7254_c295,3
1924,r7319_c295,5
1925,r7420_c295,5
1926,r7608_c295,3
1927,r7912_c295,5
1928,r7983_c295,5
1929,r8288_c295,5
1930,r8359_c295,5
1931,r8480_c295,5
1932,r8991_c295,3
1933,r9093_c295,5
1934,r9095_c295,4
1935,r9138_c295,5
1936,r9171_c295,5
1937,r9177_c295,3
1938,r9314_c295,5
1939,r9525_c295,5
1940,r9691_c295,5
1941,r9792_c295,4
1942,r9916_c295,5
1943,r9939_c295,5
1944,r410_c302,2
1945,r515_c302,5
1946,r563_c302,5
1947,r595_c302,5
1948,r727_c302,5
1949,r763_c302,4
1950,r1456_c302,5
1951,r1878_c302,5
1952,r1895_c302,5
1953,r2144_c302,5
1954,r2178_c302,5
1955,r2340_c302,5
1956,r2458_c302,4
1957,r2526_c302,5
1958,r2890_c302,3
1959,r3054_c302,5
1960,r3069_c302,5
1961,r3087_c302,4
1962,r3288_c302,5
1963,r3489_c302,5
1964,r3915_c302,4
1965,r3952_c302,5
1966,r4519_c302,5
1967,r4876_c302,1
1968,r5319_c302,5
1969,r5348_c302,5
1970,r5383_c302,4
1971,r5512_c302,5
1972,r5566_c302,5
1973,r5677_c302,1
1974,r5706_c302,4
1975,r5768_c302,5
1976,r5817_c302,2
1977,r5902_c302,5
1978,r5938_c302,5
1979,r6915_c302,5
1980,r7239_c302,2
1981,r7254_c302,5
1982,r7319_c302,4
1983,r7420_c302,5
1984,r7608_c302,4
1985,r7757_c302,4
1986,r7878_c302,5
1987,r8345_c302,3
1988,r8480_c302,3
1989,r8717_c302,5
1990,r9093_c302,5
1991,r9102_c302,5
1992,r9171_c302,5
1993,r9304_c302,5
1994,r9414_c302,5
1995,r9525_c302,5
1996,r9792_c302,5
1997,r9799_c302,5
1998,r9930_c302,5
1999,r401_c310,5
2000,r410_c310,3
2001,r485_c310,5
2002,r595_c310,5
2003,r720_c310,5
2004,r727_c310,5
2005,r763_c310,3
2006,r1146_c310,4
2007,r1456_c310,5
2008,r1895_c310,5
2009,r2458_c310,5
2010,r3087_c310,5
2011,r3288_c310,5
2012,r3489_c310,5
2013,r3811_c310,4
2014,r3915_c310,4
2015,r4027_c310,5
2016,r4195_c310,5
2017,r4519_c310,5
2018,r4863_c310,5
2019,r4898_c310,5
2020,r4995_c310,5
2021,r5319_c310,5
2022,r5383_c310,5
2023,r5400_c310,5
2024,r5559_c310,5
2025,r5566_c310,5
2026,r5706_c310,5
2027,r5768_c310,5
2028,r5995_c310,5
2029,r6096_c310,5
2030,r6789_c310,5
2031,r7239_c310,5
2032,r7254_c310,5
2033,r7319_c310,4
2034,r7335_c310,5
2035,r7420_c310,5
2036,r7608_c310,5
2037,r7757_c310,5
2038,r7912_c310,5
2039,r7983_c310,5
2040,r8288_c310,5
2041,r8575_c310,5
2042,r8717_c310,4
2043,r9095_c310,4
2044,r9102_c310,5
2045,r9157_c310,5
2046,r9171_c310,5
2047,r9177_c310,5
2048,r9314_c310,5
2049,r9525_c310,4
2050,r9691_c310,5
2051,r9916_c310,5
2052,r9930_c310,4
2053,r81_c317,5
2054,r485_c317,4
2055,r563_c317,5
2056,r720_c317,5
2057,r1146_c317,5
2058,r1435_c317,4
2059,r1456_c317,5
2060,r1878_c317,5
2061,r2134_c317,5
2062,r2144_c317,5
2063,r2178_c317,5
2064,r2340_c317,5
2065,r2890_c317,5
2066,r3069_c317,5
2067,r3130_c317,5
2068,r3915_c317,5
2069,r3952_c317,5
2070,r4027_c317,5
2071,r4280_c317,5
2072,r4519_c317,5
2073,r4995_c317,5
2074,r5319_c317,5
2075,r5348_c317,5
2076,r5383_c317,5
2077,r5400_c317,5
2078,r5706_c317,5
2079,r5768_c317,5
2080,r5889_c317,5
2081,r5902_c317,5
2082,r6096_c317,5
2083,r6341_c317,5
2084,r6789_c317,5
2085,r7239_c317,5
2086,r7254_c317,5
2087,r7319_c317,4
2088,r7608_c317,5
2089,r7846_c317,5
2090,r7878_c317,5
2091,r7983_c317,5
2092,r8345_c317,5
2093,r8359_c317,5
2094,r8717_c317,5
2095,r8991_c317,5
2096,r9095_c317,5
2097,r9157_c317,5
2098,r9171_c317,5
2099,r9177_c317,5
2100,r9304_c317,5
2101,r9314_c317,5
2102,r9525_c317,1
2103,r9691_c317,5
2104,r9792_c317,5
2105,r9799_c317,5
2106,r9930_c317,5
2107,r9939_c317,5
2108,r9970_c317,5
2109,r401_c318,5
2110,r410_c318,3
2111,r563_c318,5
2112,r720_c318,5
2113,r727_c318,5
2114,r1146_c318,5
2115,r1435_c318,5
2116,r1456_c318,5
2117,r1525_c318,3
2118,r1878_c318,5
2119,r2078_c318,3
2120,r2134_c318,5
2121,r2144_c318,5
2122,r2178_c318,5
2123,r2340_c318,5
2124,r2458_c318,5
2125,r2526_c318,5
2126,r3054_c318,5
2127,r3069_c318,5
2128,r3087_c318,5
2129,r3130_c318,5
2130,r3288_c318,5
2131,r3645_c318,5
2132,r3915_c318,2
2133,r4027_c318,5
2134,r4195_c318,5
2135,r4519_c318,5
2136,r4876_c318,4
2137,r4995_c318,5
2138,r5383_c318,5
2139,r5400_c318,5
2140,r5512_c318,5
2141,r5566_c318,4
2142,r5677_c318,5
2143,r5706_c318,4
2144,r5768_c318,5
2145,r5817_c318,5
2146,r5938_c318,5
2147,r5995_c318,5
2148,r6341_c318,5
2149,r6789_c318,3
2150,r7261_c318,5
2151,r7912_c318,5
2152,r7983_c318,5
2153,r8288_c318,5
2154,r8345_c318,5
2155,r8480_c318,3
2156,r8575_c318,5
2157,r8717_c318,5
2158,r8991_c318,2
2159,r9093_c318,5
2160,r9095_c318,5
2161,r9102_c318,2
2162,r9171_c318,5
2163,r9304_c318,5
2164,r9414_c318,5
2165,r9525_c318,5
2166,r9691_c318,5
2167,r9792_c318,5
2168,r9799_c318,5
2169,r9916_c318,5
2170,r9930_c318,5
2171,r9939_c318,5
2172,r9970_c318,5
2173,r401_c321,5
2174,r515_c321,4
2175,r720_c321,4
2176,r727_c321,5
2177,r1146_c321,5
2178,r1456_c321,5
2179,r2134_c321,5
2180,r2144_c321,5
2181,r2178_c321,4
2182,r2340_c321,5
2183,r2526_c321,5
2184,r3054_c321,2
2185,r3069_c321,5
2186,r3087_c321,4
2187,r3130_c321,5
2188,r3489_c321,5
2189,r3952_c321,4
2190,r4027_c321,5
2191,r4280_c321,4
2192,r4519_c321,3
2193,r4876_c321,5
2194,r4898_c321,5
2195,r4995_c321,5
2196,r5013_c321,5
2197,r5348_c321,5
2198,r5383_c321,5
2199,r5400_c321,4
2200,r5512_c321,5
2201,r5566_c321,5
2202,r5677_c321,5
2203,r5706_c321,5
2204,r5817_c321,5
2205,r5874_c321,5
2206,r5902_c321,5
2207,r5995_c321,4
2208,r6096_c321,5
2209,r6341_c321,5
2210,r6915_c321,5
2211,r7420_c321,4
2212,r7846_c321,5
2213,r7912_c321,5
2214,r8288_c321,5
2215,r8359_c321,5
2216,r8480_c321,5
2217,r8575_c321,5
2218,r8717_c321,5
2219,r8991_c321,2
2220,r9093_c321,5
2221,r9095_c321,3
2222,r9102_c321,4
2223,r9138_c321,5
2224,r9171_c321,3
2225,r9304_c321,5
2226,r9314_c321,4
2227,r9414_c321,4
2228,r9691_c321,5
2229,r9792_c321,5
2230,r81_c322,5
2231,r401_c322,5
2232,r410_c322,5
2233,r563_c322,5
2234,r595_c322,5
2235,r763_c322,4
2236,r1435_c322,5
2237,r1456_c322,5
2238,r1878_c322,5
2239,r1895_c322,5
2240,r2134_c322,5
2241,r2458_c322,4
2242,r2526_c322,5
2243,r2890_c322,4
2244,r3054_c322,5
2245,r3087_c322,5
2246,r3130_c322,2
2247,r3645_c322,5
2248,r4195_c322,4
2249,r4519_c322,5
2250,r4876_c322,5
2251,r4898_c322,5
2252,r4995_c322,5
2253,r5319_c322,5
2254,r5383_c322,5
2255,r5559_c322,5
2256,r5566_c322,5
2257,r5768_c322,3
2258,r5874_c322,5
2259,r5938_c322,5
2260,r5995_c322,5
2261,r6096_c322,5
2262,r6341_c322,2
2263,r7239_c322,5
2264,r7254_c322,5
2265,r7261_c322,5
2266,r7319_c322,5
2267,r7335_c322,4
2268,r7420_c322,5
2269,r7608_c322,5
2270,r7757_c322,5
2271,r7846_c322,4
2272,r7878_c322,5
2273,r8345_c322,5
2274,r8359_c322,5
2275,r8717_c322,5
2276,r8991_c322,3
2277,r9138_c322,4
2278,r9157_c322,3
2279,r9304_c322,5
2280,r9314_c322,5
2281,r9414_c322,4
2282,r9525_c322,5
2283,r9691_c322,3
2284,r9792_c322,5
2285,r9799_c322,5
2286,r9916_c322,5
2287,r9930_c322,5
2288,r9970_c322,5
2289,r81_c350,5
2290,r563_c350,4
2291,r595_c350,5
2292,r727_c350,2
2293,r763_c350,4
2294,r1878_c350,5
2295,r1895_c350,5
2296,r2134_c350,5
2297,r2526_c350,3
2298,r2890_c350,2
2299,r3054_c350,5
2300,r4195_c350,5
2301,r4519_c350,5
2302,r4898_c350,5
2303,r5013_c350,5
2304,r5383_c350,4
2305,r5400_c350,5
2306,r5768_c350,5
2307,r5817_c350,5
2308,r5874_c350,5
2309,r5902_c350,5
2310,r6096_c350,2
2311,r6341_c350,5
2312,r6789_c350,5
2313,r6915_c350,3
2314,r7239_c350,5
2315,r7261_c350,5
2316,r7335_c350,4
2317,r7420_c350,5
2318,r7608_c350,5
2319,r7846_c350,5
2320,r7878_c350,5
2321,r7912_c350,5
2322,r8345_c350,4
2323,r8359_c350,5
2324,r8480_c350,5
2325,r8575_c350,5
2326,r8717_c350,5
2327,r8991_c350,5
2328,r9093_c350,5
2329,r9095_c350,4
2330,r9138_c350,5
2331,r9157_c350,4
2332,r9177_c350,3
2333,r9525_c350,5
2334,r9691_c350,4
2335,r9792_c350,1
2336,r9916_c350,5
2337,r9930_c350,3
2338,r9939_c350,5
2339,r720_c412,2
2340,r727_c412,4
2341,r1146_c412,3
2342,r1456_c412,5
2343,r1525_c412,2
2344,r1878_c412,5
2345,r1895_c412,4
2346,r2078_c412,5
2347,r2134_c412,5
2348,r2144_c412,5
2349,r2178_c412,4
2350,r2890_c412,5
2351,r3054_c412,2
2352,r3288_c412,5
2353,r3645_c412,5
2354,r3915_c412,5
2355,r3952_c412,4
2356,r4195_c412,4
2357,r4519_c412,5
2358,r4863_c412,5
2359,r5013_c412,4
2360,r5319_c412,5
2361,r5348_c412,5
2362,r5400_c412,3
2363,r5512_c412,5
2364,r5559_c412,5
2365,r5706_c412,5
2366,r5817_c412,5
2367,r5874_c412,5
2368,r5995_c412,5
2369,r6096_c412,5
2370,r6789_c412,5
2371,r6915_c412,3
2372,r7239_c412,2
2373,r7254_c412,3
2374,r7261_c412,5
2375,r7319_c412,5
2376,r7335_c412,5
2377,r7420_c412,5
2378,r7757_c412,4
2379,r7846_c412,5
2380,r7878_c412,5
2381,r8288_c412,5
2382,r8480_c412,5
2383,r8575_c412,5
2384,r8991_c412,1
2385,r9093_c412,5
2386,r9102_c412,5
2387,r9304_c412,3
2388,r9314_c412,5
2389,r9414_c412,5
2390,r9691_c412,5
2391,r9792_c412,3
2392,r9916_c412,4
2393,r9930_c412,5
2394,r9970_c412,5
2395,r81_c434,5
2396,r485_c434,5
2397,r563_c434,5
2398,r595_c434,3
2399,r720_c434,5
2400,r727_c434,5
2401,r1146_c434,5
2402,r1435_c434,5
2403,r1456_c434,5
2404,r1525_c434,5
2405,r1878_c434,5
2406,r1895_c434,5
2407,r2144_c434,5
2408,r2178_c434,5
2409,r2526_c434,4
2410,r3087_c434,4
2411,r3130_c434,5
2412,r3915_c434,5
2413,r4280_c434,4
2414,r4995_c434,4
2415,r5013_c434,5
2416,r5383_c434,3
2417,r5512_c434,5
2418,r5559_c434,5
2419,r5677_c434,4
2420,r5768_c434,5
2421,r5874_c434,5
2422,r5902_c434,5
2423,r6096_c434,5
2424,r6789_c434,5
2425,r6915_c434,5
2426,r7254_c434,5
2427,r7261_c434,5
2428,r7335_c434,5
2429,r7608_c434,5
2430,r7757_c434,3
2431,r7846_c434,5
2432,r7878_c434,5
2433,r7983_c434,4
